URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
47,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,54.0,54.0,0.0,0.07541899436074093,15.911111111111111,0.7081005586592178,6.647684667908132,15.911111111111111,1014.0,1432.0,1.848463687150838,0.0,5.139664804469274
48,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,42.0,22.0,0.31249999511718757,0.0811153357653798,13.60344827586207,0.596958174904943,5.680162580306805,13.60344827586207,471.0,789.0,2.358681875792142,3.0,6.252217997465146
49,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,40.0,29.0,0.15942028754463353,0.07718120796735883,11.92,0.7158836689038032,5.054353467561522,11.92,640.0,894.0,1.9451901565995526,3.0,5.289709172259508
50,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,61.0,24.0,0.4352941125259516,0.09110396560439017,17.942307692307693,0.6838156484458735,7.450449336301427,17.942307692307693,638.0,933.0,2.2443729903536975,11.0,5.882100750267953
51,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,67.0,20.0,0.5402298788479324,0.08373435988091013,12.9875,0.6843118383060636,5.468724735322426,12.9875,711.0,1039.0,2.0779595765158807,1.0,5.61405197305101
52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,26.0,0.0,0.9999999615384629,0.07407407386303683,15.26086956521739,0.5982905982905983,6.343664065403196,15.26086956521739,210.0,351.0,2.364672364672365,0.0,6.162393162393163
53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,99.0,39.0,0.4347826055450536,0.14360041608366242,96.1,0.6305931321540063,38.6922372528616,96.1,606.0,961.0,2.2736732570239333,2.0,6.0457856399583765
54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,21.0,0.0,0.9999999523809546,0.04101562491989136,10.893617021276595,0.619140625,4.605103058510639,10.893617021276595,317.0,512.0,2.078125,0.0,5.615234375
55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,15.0,5.0,0.4999999750000012,0.038314176171811924,12.428571428571429,0.6494252873563219,5.231198686371101,12.428571428571429,339.0,522.0,2.1513409961685825,0.0,5.944444444444445
56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,2.0,3.0,-0.199999960000008,0.04032258031997919,17.714285714285715,0.717741935483871,7.372811059907836,17.714285714285715,89.0,124.0,2.120967741935484,0.0,5.879032258064516
57,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,0.0,1.0,-0.9999990000010001,0.12499998437500197,4.0,0.875,1.9500000000000002,4.0,7.0,8.0,1.0,0.0,3.5
58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,34.0,69.0,-0.3398058219436328,0.11547085188848559,15.649122807017545,0.6748878923766816,6.529604279757691,15.649122807017545,602.0,892.0,2.195067264573991,0.0,5.823991031390134
59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,20.0,15.0,0.14285713877551032,0.07760532133568665,16.107142857142858,0.6762749445676275,6.713367120684194,16.107142857142858,305.0,451.0,2.0776053215077606,1.0,5.689578713968958
60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,66.0,38.0,0.26923076664201184,0.09122807009541396,11.75257731958763,0.6833333333333333,4.974364261168386,11.75257731958763,779.0,1140.0,2.066666666666667,2.0,5.5929824561403505
61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,53.0,3.0,0.8928571269132657,0.12095032371285028,10.522727272727273,0.652267818574514,4.469998036520715,10.522727272727273,302.0,463.0,2.062634989200864,1.0,5.663066954643629
62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,9.0,0.0,0.9999998888889013,0.03448275848857181,16.3125,0.7049808429118773,6.8069923371647505,16.3125,184.0,261.0,2.057471264367816,0.0,5.409961685823755
63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,24.0,8.0,0.49999998437500054,0.059813084000349376,16.21212121212121,0.6897196261682244,6.760736335315774,16.21212121212121,369.0,535.0,1.949532710280374,3.0,5.239252336448598
64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,13.0,8.0,0.23809522675737013,0.0624999998139881,16.8,0.6398809523809523,6.975952380952382,16.8,215.0,336.0,2.1577380952380953,0.0,5.708333333333333
65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,19.0,9.0,0.35714284438775556,0.11715481122529368,8.535714285714286,0.6610878661087866,3.6787208607292294,8.535714285714286,158.0,239.0,2.192468619246862,0.0,5.702928870292887
66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,5.0,0.0,0.99999980000004,0.04587155921218753,9.909090909090908,0.5963302752293578,4.202168473728107,9.909090909090908,65.0,109.0,2.302752293577982,0.0,6.2110091743119265
67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,24.0,37.0,-0.21311475060467622,0.11050724617661731,9.857142857142858,0.7572463768115942,4.24575569358178,9.857142857142858,418.0,552.0,1.809782608695652,4.0,4.853260869565218
68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,7.0,2.0,0.5555554938271674,0.07199999942400001,12.5,0.712,5.284800000000001,12.5,89.0,125.0,1.976,0.0,5.144
69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,39.0,10.0,0.5918367226155771,0.09999999979591837,16.333333333333332,0.5938775510204082,6.770884353741497,16.333333333333332,291.0,490.0,2.3755102040816327,0.0,6.226530612244898
70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,2.0,7.0,-0.5555554938271674,0.09782608589319472,15.333333333333334,0.717391304347826,6.420289855072465,15.333333333333334,66.0,92.0,1.9891304347826086,0.0,5.3478260869565215
71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,7.0,25.0,-0.5624999824218756,0.14953270958162285,9.304347826086957,0.6822429906542056,3.9946363266964653,9.304347826086957,146.0,214.0,2.0373831775700935,1.0,5.518691588785047
72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,33.0,49.0,-0.19512194883997624,0.06844741229678847,16.18918918918919,0.6402337228714524,6.731769164824257,16.18918918918919,767.0,1198.0,2.199499165275459,5.0,5.924040066777963
73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,58.0,23.0,0.43209876009754616,0.08051689852831322,15.014925373134329,0.6958250497017893,6.284300169134447,15.014925373134329,700.0,1006.0,2.10337972166998,1.0,5.593439363817097
74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,40.0,24.0,0.24999999609375007,0.06550665295239852,11.771084337349398,0.7328556806550666,5.001576007201787,11.771084337349398,716.0,977.0,1.8874104401228249,5.0,5.14431934493347
75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,24.0,7.0,0.5483870790842877,0.06609808088252009,7.688524590163935,0.7100213219616205,3.3594183648502227,7.688524590163935,333.0,469.0,1.9339019189765458,0.0,5.226012793176972
76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,48.0,8.0,0.7142857015306125,0.06436781601796802,13.59375,0.7057471264367816,5.719798850574713,13.59375,614.0,870.0,1.8551724137931034,1.0,5.008045977011494
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,34.0,6.0,0.6999999825000005,0.13651877086512365,17.235294117647058,0.6552901023890785,7.156233688014455,17.235294117647058,192.0,293.0,2.0170648464163823,1.0,5.1160409556314
78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,45.0,16.0,0.47540982827197004,0.059165858332525835,14.728571428571428,0.635305528612997,6.14555078287377,14.728571428571428,655.0,1031.0,2.2027158098933075,2.0,5.848690591658584
79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,32.0,70.0,-0.3725490159554018,0.15292353800161387,9.013513513513514,0.7316341829085458,3.898059078568824,9.013513513513514,488.0,667.0,1.8800599700149925,5.0,5.047976011994003
80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,65.0,23.0,0.47727272184917363,0.12411847655272429,9.328947368421053,0.8011283497884344,4.052030287283795,9.328947368421053,568.0,709.0,1.7433004231311706,2.0,4.8787023977433
81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,20.0,32.0,-0.23076922633136104,0.07902735550299794,16.45,0.756838905775076,6.882735562310031,16.45,498.0,658.0,1.8905775075987843,0.0,5.23404255319149
82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,28.0,21.0,0.14285713994169102,0.06355382611731021,13.293103448275861,0.6874189364461738,5.5922089538888144,13.293103448275861,530.0,771.0,2.0752269779507135,0.0,5.638132295719845
83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,32.0,74.0,-0.3962264113563546,0.1558823527119377,9.577464788732394,0.7264705882352941,4.121574150787075,9.577464788732394,494.0,680.0,1.8955882352941176,6.0,5.098529411764706
84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,25.0,10.0,0.428571416326531,0.08771929802576617,12.870967741935484,0.681704260651629,5.421068801034846,12.870967741935484,272.0,399.0,1.9924812030075187,0.0,5.508771929824562
85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,9.0,6.0,0.19999998666666757,0.08108108064280498,15.416666666666666,0.6972972972972973,6.445585585585587,15.416666666666666,129.0,185.0,2.0,0.0,5.562162162162162
86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,27.0,18.0,0.19999999555555567,0.09146341444824509,19.68,0.6727642276422764,8.14110569105691,19.68,331.0,492.0,2.1666666666666665,0.0,5.965447154471545
87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,27.0,31.0,-0.0689655160523187,0.07099143198165063,14.333333333333334,0.7172582619339045,6.020236638106896,14.333333333333334,586.0,817.0,1.9645042839657283,3.0,5.465116279069767
88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,34.0,11.0,0.5111110997530867,0.01867995017904527,10.207627118644067,0.7986716479867165,4.402519506652314,10.207627118644067,1924.0,2409.0,1.5832295558322955,0.0,4.787048567870485
89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,37.0,46.0,-0.10843373363332852,0.07800751872367713,12.819277108433734,0.6823308270676691,5.400643174200562,12.819277108433734,726.0,1064.0,2.136278195488722,3.0,5.757518796992481
90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,30.0,62.0,-0.34782608317580344,0.08455882345169224,18.133333333333333,0.6204044117647058,7.501495098039216,18.133333333333333,675.0,1088.0,2.2748161764705883,0.0,6.006433823529412
91,https://insights.blackcoffer.com/human-rights-outlook/,4.0,1.0,0.599999880000024,0.05813953420767984,10.75,0.7093023255813954,4.583720930232558,10.75,61.0,86.0,1.872093023255814,1.0,5.058139534883721
92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,36.0,4.0,0.7999999800000005,0.06493506482965086,15.794871794871796,0.7012987012987013,6.598468198468199,15.794871794871796,432.0,616.0,1.7873376623376624,0.0,4.99512987012987
93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,48.0,31.0,0.2151898706937991,0.07488151651669997,8.791666666666666,0.7127962085308057,3.801785150078989,8.791666666666666,752.0,1055.0,2.1516587677725116,1.0,5.76303317535545
94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,54.0,15.0,0.5652173831127916,0.061387900301256314,12.488888888888889,0.646797153024911,5.25427441676552,12.488888888888889,727.0,1124.0,1.9661921708185053,1.0,5.399466192170818
95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,37.0,33.0,0.05714285632653063,0.10014306137318589,14.872340425531915,0.7153075822603719,6.235059203116915,14.872340425531915,500.0,699.0,2.0572246065808297,1.0,5.505007153075822
96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,18.0,41.0,-0.38983050186727963,0.05207413940681894,19.203389830508474,0.6804942630185349,7.953553637410804,19.203389830508474,771.0,1133.0,2.127978817299206,0.0,5.994704324801412
97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,16.0,41.0,-0.43859648353339503,0.09004739322267394,14.066666666666666,0.7093206951026856,5.9103949447077415,14.066666666666666,449.0,633.0,2.0410742496050553,0.0,5.61611374407583
98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,40.0,48.0,-0.09090908987603308,0.11640211624814535,10.356164383561644,0.701058201058201,4.422889033847938,10.356164383561644,530.0,756.0,2.0833333333333335,5.0,5.4523809523809526
99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,26.0,28.0,-0.037037036351165994,0.083462132792176,17.486486486486488,0.6491499227202473,7.254254563682695,17.486486486486488,420.0,647.0,2.2797527047913446,6.0,5.9922720247295205
100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,24.0,41.0,-0.261538457514793,0.07479861901634222,18.891304347826086,0.7330264672036824,7.849732326011908,18.891304347826086,637.0,869.0,1.9562715765247412,0.0,5.502876869965478
101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,4.0,3.0,0.1428571224489825,0.06363636305785125,10.0,0.7181818181818181,4.287272727272728,10.0,79.0,110.0,1.809090909090909,1.0,5.027272727272727
102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,26.0,44.0,-0.2571428534693878,0.09929078000100598,11.94915254237288,0.7304964539007093,5.071859598509437,11.94915254237288,515.0,705.0,2.0127659574468084,2.0,5.4198581560283685
103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,11.0,24.0,-0.37142856081632686,0.07559395232053143,13.228571428571428,0.7386609071274298,5.586892934279543,13.228571428571428,342.0,463.0,1.8790496760259179,2.0,5.269978401727862
104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,29.0,54.0,-0.3012048156481348,0.11543810832345186,14.673469387755102,0.6675938803894298,6.136425307257813,14.673469387755102,480.0,719.0,2.322670375521558,1.0,6.243393602225313
105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,32.0,35.0,-0.044776118734684796,0.10403726691919679,17.405405405405407,0.7282608695652174,7.25346650998825,17.405405405405407,469.0,644.0,1.9968944099378882,1.0,5.273291925465839
106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,2.0,0.0,0.99999950000025,0.018181818016528926,18.333333333333332,0.6727272727272727,7.602424242424242,18.333333333333332,74.0,110.0,1.8545454545454545,0.0,5.545454545454546
107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,22.0,3.0,0.7599999696000012,0.07022471890386316,13.185185185185185,0.7415730337078652,5.570703287557221,13.185185185185185,264.0,356.0,1.851123595505618,2.0,5.112359550561798
108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,35.0,55.0,-0.22222221975308645,0.1485148512400745,19.548387096774192,0.7013201320132013,8.099882891514957,19.548387096774192,425.0,606.0,2.123762376237624,0.0,5.858085808580858
109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,28.0,26.0,0.037037036351165994,0.13810741652657949,12.612903225806452,0.8184143222506394,5.3725270192228365,12.612903225806452,320.0,391.0,1.7340153452685423,9.0,4.741687979539642
110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,9.0,39.0,-0.6249999869791669,0.07090103386868385,14.404255319148936,0.7104874446085672,6.045897105503002,14.404255319148936,481.0,677.0,2.0029542097488924,0.0,5.601181683899557
111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,21.0,33.0,-0.22222221810699597,0.08169440229698276,12.471698113207546,0.6928895612708018,5.26583506979134,12.471698113207546,458.0,661.0,2.2178517397881996,0.0,5.981845688350983
112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,28.0,52.0,-0.29999999625000007,0.11095700400699444,14.137254901960784,0.6907073509015257,5.931184901144924,14.137254901960784,498.0,721.0,2.115117891816921,1.0,5.808599167822469
113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,18.0,21.0,-0.0769230749506904,0.07602339166467176,15.088235294117647,0.6842105263157895,6.3089783281733745,15.088235294117647,351.0,513.0,2.0838206627680314,4.0,5.738791423001949
114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,48.0,48.0,0.0,0.09917355361655625,13.633802816901408,0.7159090909090909,5.7398847631242,13.633802816901408,693.0,968.0,2.043388429752066,1.0,5.547520661157025
115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,26.0,38.0,-0.18749999707031256,0.06262230913637738,16.75409836065574,0.7054794520547946,6.983831125084214,16.75409836065574,721.0,1022.0,2.0303326810176126,1.0,5.613502935420744
116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,27.0,25.0,0.03846153772189351,0.11158798259315883,38.833333333333336,0.8218884120171673,15.862088698140202,38.833333333333336,383.0,466.0,1.8068669527896997,10.0,5.1072961373390555
117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,42.0,65.0,-0.21495326901912834,0.09067796602484918,17.352941176470587,0.7110169491525423,7.225583250249253,17.352941176470587,839.0,1180.0,2.0830508474576273,2.0,5.7347457627118645
118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,40.0,54.0,-0.14893616862833864,0.1238471671622567,9.73076923076923,0.7180500658761528,4.179527718658153,9.73076923076923,545.0,759.0,1.8524374176548088,5.0,4.984189723320158
119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,8.0,14.0,-0.27272726033057904,0.09016393405670518,14.352941176470589,0.7090163934426229,6.0247830279652845,14.352941176470589,173.0,244.0,2.040983606557377,1.0,5.942622950819672
120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,49.0,92.0,-0.30496453684422314,0.09791666659866897,16.363636363636363,0.7090277777777778,6.829065656565657,16.363636363636363,1021.0,1440.0,2.0770833333333334,1.0,5.784722222222222
121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,46.0,64.0,-0.16363636214876034,0.12925969432519424,13.092307692307692,0.7344300822561692,5.530695109825545,13.092307692307692,625.0,851.0,1.971797884841363,21.0,5.211515863689777
122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,43.0,63.0,-0.188679243503026,0.09233449469308841,13.195402298850574,0.725609756097561,5.568404821979255,13.195402298850574,833.0,1148.0,1.89198606271777,6.0,5.276132404181185
123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,53.0,84.0,-0.22627737061111408,0.11749571173456627,15.342105263157896,0.6938250428816467,6.414372122415817,15.342105263157896,809.0,1166.0,2.03516295025729,0.0,5.540308747855918
124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,26.0,41.0,-0.22388059367342397,0.09766763834159237,14.595744680851064,0.7142857142857143,6.124012158054711,14.595744680851064,490.0,686.0,1.858600583090379,1.0,5.276967930029154
125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,56.0,18.0,0.5135135065741419,0.06319385135508637,18.015384615384615,0.6746370623398804,7.476008671089798,18.015384615384615,790.0,1171.0,2.165670367207515,0.0,5.859094790777114
126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,18.0,25.0,-0.16279069388858852,0.07775768521201142,17.28125,0.705244122965642,7.194597649186257,17.28125,390.0,553.0,2.0,1.0,5.5768535262206145
127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,37.0,82.0,-0.37815125732646004,0.13325867846219633,15.946428571428571,0.6942889137737962,6.656286994080947,15.946428571428571,620.0,893.0,2.0873460246360582,1.0,5.7077267637178055
128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,7.0,17.0,-0.41666664930555625,0.11764705824682815,12.75,0.7058823529411765,5.382352941176471,12.75,144.0,204.0,1.9607843137254901,1.0,5.318627450980392
129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,8.0,7.0,0.06666666222222252,0.04792332253059641,14.227272727272727,0.7060702875399361,5.973337205925065,14.227272727272727,221.0,313.0,2.009584664536741,1.0,5.65814696485623
130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,24.0,63.0,-0.44827585691636945,0.07774798920665953,21.51923076923077,0.7390527256478999,8.903313397951468,21.51923076923077,827.0,1119.0,2.03485254691689,0.0,5.610366398570152
131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,90.0,31.0,0.4876033017553446,0.10142497895940907,16.802816901408452,0.672254819782062,6.9900286884762055,16.802816901408452,802.0,1193.0,2.1056160938809723,0.0,5.769488683989941
132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,32.0,22.0,0.18518518175583,0.056782334325150015,16.982142857142858,0.6845425867507886,7.066674177557458,16.982142857142858,651.0,951.0,2.0021030494216614,3.0,5.603575184016824
133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,29.0,20.0,0.18367346563931702,0.10123966921231474,17.285714285714285,0.621900826446281,7.1630460448642275,17.285714285714285,301.0,484.0,2.40702479338843,0.0,6.31198347107438
134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,8.0,10.0,-0.11111110493827195,0.07346938745522699,22.272727272727273,0.6653061224489796,9.1752133580705,22.272727272727273,163.0,245.0,2.159183673469388,0.0,5.6938775510204085
135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,10.0,7.0,0.17647057785467188,0.07488986751149838,16.214285714285715,0.775330396475771,6.795846444304594,16.214285714285715,176.0,227.0,1.7577092511013215,6.0,4.823788546255507
136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,1.0,16.0,-0.8823528892733594,0.0723404252240833,10.217391304347826,0.6808510638297872,4.359296947271045,10.217391304347826,160.0,235.0,2.0382978723404257,2.0,5.646808510638298
137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,5.0,5.0,0.0,0.060606060238751154,23.571428571428573,0.7515151515151515,9.72917748917749,23.571428571428573,124.0,165.0,1.7212121212121212,2.0,4.8969696969696965
138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,6.0,11.0,-0.2941176297577865,0.10365853595330161,11.714285714285714,0.6890243902439024,4.961324041811847,11.714285714285714,113.0,164.0,2.201219512195122,1.0,5.603658536585366
139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,9.0,3.0,0.4999999583333368,0.08823529346885814,17.0,0.7573529411764706,7.102941176470589,17.0,103.0,136.0,1.7647058823529411,0.0,5.110294117647059
140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,19.0,50.0,-0.4492753558076036,0.11442786050675313,15.075,0.724709784411277,6.31988391376451,15.075,437.0,603.0,1.9635157545605306,0.0,5.580431177446103
141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,9.0,20.0,-0.37931033174791956,0.10069444409481096,16.941176470588236,0.75,7.076470588235295,16.941176470588236,216.0,288.0,1.8958333333333333,1.0,5.256944444444445
